T,T-CA,T-CA-CA_2,T-CA-CA_2-FOODS,T-CA-CA_2-FOODS-FOODS_3,T-CA-CA_2-FOODS-FOODS_3-FOODS_3_586
T,T-CA,T-CA-CA_2,T-CA-CA_2-FOODS,T-CA-CA_2-FOODS-FOODS_3,T-CA-CA_2-FOODS-FOODS_3-FOODS_3_090
T,T-CA,T-CA-CA_1,T-CA-CA_1-FOODS,T-CA-CA_1-FOODS-FOODS_3,T-CA-CA_1-FOODS-FOODS_3-FOODS_3_586
T,T-WI,T-WI-WI_2,T-WI-WI_2-FOODS,T-WI-WI_2-FOODS-FOODS_3,T-WI-WI_2-FOODS-FOODS_3-FOODS_3_226
T,T-WI,T-WI-WI_1,T-WI-WI_1-FOODS,T-WI-WI_1-FOODS-FOODS_3,T-WI-WI_1-FOODS-FOODS_3-FOODS_3_226
T,T-CA,T-CA-CA_3,T-CA-CA_3-FOODS,T-CA-CA_3-FOODS-FOODS_3,T-CA-CA_3-FOODS-FOODS_3-FOODS_3_681
T,T-CA,T-CA-CA_1,T-CA-CA_1-FOODS,T-CA-CA_1-FOODS-FOODS_3,T-CA-CA_1-FOODS-FOODS_3-FOODS_3_120
T,T-WI,T-WI-WI_3,T-WI-WI_3-FOODS,T-WI-WI_3-FOODS-FOODS_3,T-WI-WI_3-FOODS-FOODS_3-FOODS_3_681
T,T-CA,T-CA-CA_1,T-CA-CA_1-FOODS,T-CA-CA_1-FOODS-FOODS_3,T-CA-CA_1-FOODS-FOODS_3-FOODS_3_252
T,T-CA,T-CA-CA_3,T-CA-CA_3-FOODS,T-CA-CA_3-FOODS-FOODS_3,T-CA-CA_3-FOODS-FOODS_3-FOODS_3_282
T,T-CA,T-CA-CA_3,T-CA-CA_3-FOODS,T-CA-CA_3-FOODS-FOODS_3,T-CA-CA_3-FOODS-FOODS_3-FOODS_3_288
T,T-WI,T-WI-WI_2,T-WI-WI_2-FOODS,T-WI-WI_2-FOODS-FOODS_3,T-WI-WI_2-FOODS-FOODS_3-FOODS_3_070
T,T-WI,T-WI-WI_3,T-WI-WI_3-FOODS,T-WI-WI_3-FOODS-FOODS_3,T-WI-WI_3-FOODS-FOODS_3-FOODS_3_586
T,T-CA,T-CA-CA_3,T-CA-CA_3-FOODS,T-CA-CA_3-FOODS-FOODS_3,T-CA-CA_3-FOODS-FOODS_3-FOODS_3_587
T,T-TX,T-TX-TX_1,T-TX-TX_1-FOODS,T-TX-TX_1-FOODS-FOODS_3,T-TX-TX_1-FOODS-FOODS_3-FOODS_3_252
T,T-CA,T-CA-CA_3,T-CA-CA_3-HOBBIES,T-CA-CA_3-HOBBIES-HOBBIES_1,T-CA-CA_3-HOBBIES-HOBBIES_1-HOBBIES_1_234
T,T-CA,T-CA-CA_3,T-CA-CA_3-FOODS,T-CA-CA_3-FOODS-FOODS_3,T-CA-CA_3-FOODS-FOODS_3-FOODS_3_499
T,T-WI,T-WI-WI_2,T-WI-WI_2-FOODS,T-WI-WI_2-FOODS-FOODS_3,T-WI-WI_2-FOODS-FOODS_3-FOODS_3_694
T,T-WI,T-WI-WI_3,T-WI-WI_3-FOODS,T-WI-WI_3-FOODS-FOODS_3,T-WI-WI_3-FOODS-FOODS_3-FOODS_3_120
T,T-TX,T-TX-TX_2,T-TX-TX_2-FOODS,T-TX-TX_2-FOODS-FOODS_3,T-TX-TX_2-FOODS-FOODS_3-FOODS_3_377
T,T-TX,T-TX-TX_3,T-TX-TX_3-FOODS,T-TX-TX_3-FOODS-FOODS_3,T-TX-TX_3-FOODS-FOODS_3-FOODS_3_555
T,T-TX,T-TX-TX_3,T-TX-TX_3-FOODS,T-TX-TX_3-FOODS-FOODS_3,T-TX-TX_3-FOODS-FOODS_3-FOODS_3_587
T,T-CA,T-CA-CA_3,T-CA-CA_3-FOODS,T-CA-CA_3-FOODS-FOODS_3,T-CA-CA_3-FOODS-FOODS_3-FOODS_3_714
T,T-WI,T-WI-WI_2,T-WI-WI_2-FOODS,T-WI-WI_2-FOODS-FOODS_2,T-WI-WI_2-FOODS-FOODS_2-FOODS_2_326
T,T-CA,T-CA-CA_3,T-CA-CA_3-FOODS,T-CA-CA_3-FOODS-FOODS_3,T-CA-CA_3-FOODS-FOODS_3-FOODS_3_555
T,T-WI,T-WI-WI_3,T-WI-WI_3-FOODS,T-WI-WI_3-FOODS-FOODS_3,T-WI-WI_3-FOODS-FOODS_3-FOODS_3_587
T,T-TX,T-TX-TX_2,T-TX-TX_2-FOODS,T-TX-TX_2-FOODS-FOODS_3,T-TX-TX_2-FOODS-FOODS_3-FOODS_3_587
T,T-WI,T-WI-WI_2,T-WI-WI_2-FOODS,T-WI-WI_2-FOODS-FOODS_3,T-WI-WI_2-FOODS-FOODS_3-FOODS_3_587
T,T-CA,T-CA-CA_2,T-CA-CA_2-FOODS,T-CA-CA_2-FOODS-FOODS_3,T-CA-CA_2-FOODS-FOODS_3-FOODS_3_288
T,T-TX,T-TX-TX_1,T-TX-TX_1-FOODS,T-TX-TX_1-FOODS-FOODS_3,T-TX-TX_1-FOODS-FOODS_3-FOODS_3_587
T,T-TX,T-TX-TX_3,T-TX-TX_3-FOODS,T-TX-TX_3-FOODS-FOODS_3,T-TX-TX_3-FOODS-FOODS_3-FOODS_3_202
T,T-CA,T-CA-CA_1,T-CA-CA_1-FOODS,T-CA-CA_1-FOODS-FOODS_3,T-CA-CA_1-FOODS-FOODS_3-FOODS_3_064
T,T-WI,T-WI-WI_2,T-WI-WI_2-FOODS,T-WI-WI_2-FOODS-FOODS_3,T-WI-WI_2-FOODS-FOODS_3-FOODS_3_234
T,T-CA,T-CA-CA_4,T-CA-CA_4-FOODS,T-CA-CA_4-FOODS-FOODS_3,T-CA-CA_4-FOODS-FOODS_3-FOODS_3_090
T,T-CA,T-CA-CA_1,T-CA-CA_1-FOODS,T-CA-CA_1-FOODS-FOODS_3,T-CA-CA_1-FOODS-FOODS_3-FOODS_3_587
T,T-TX,T-TX-TX_3,T-TX-TX_3-FOODS,T-TX-TX_3-FOODS-FOODS_1,T-TX-TX_3-FOODS-FOODS_1-FOODS_1_096
T,T-TX,T-TX-TX_1,T-TX-TX_1-FOODS,T-TX-TX_1-FOODS-FOODS_3,T-TX-TX_1-FOODS-FOODS_3-FOODS_3_555
T,T-WI,T-WI-WI_2,T-WI-WI_2-HOUSEHOLD,T-WI-WI_2-HOUSEHOLD-HOUSEHOLD_1,T-WI-WI_2-HOUSEHOLD-HOUSEHOLD_1-HOUSEHOLD_1_459
T,T-WI,T-WI-WI_3,T-WI-WI_3-FOODS,T-WI-WI_3-FOODS-FOODS_3,T-WI-WI_3-FOODS-FOODS_3-FOODS_3_376
T,T-WI,T-WI-WI_2,T-WI-WI_2-FOODS,T-WI-WI_2-FOODS-FOODS_3,T-WI-WI_2-FOODS-FOODS_3-FOODS_3_282
T,T-WI,T-WI-WI_3,T-WI-WI_3-FOODS,T-WI-WI_3-FOODS-FOODS_3,T-WI-WI_3-FOODS-FOODS_3-FOODS_3_282
T,T-WI,T-WI-WI_2,T-WI-WI_2-FOODS,T-WI-WI_2-FOODS-FOODS_3,T-WI-WI_2-FOODS-FOODS_3-FOODS_3_090
T,T-CA,T-CA-CA_2,T-CA-CA_2-FOODS,T-CA-CA_2-FOODS-FOODS_3,T-CA-CA_2-FOODS-FOODS_3-FOODS_3_555
T,T-CA,T-CA-CA_3,T-CA-CA_3-FOODS,T-CA-CA_3-FOODS-FOODS_3,T-CA-CA_3-FOODS-FOODS_3-FOODS_3_739
T,T-WI,T-WI-WI_2,T-WI-WI_2-FOODS,T-WI-WI_2-FOODS-FOODS_2,T-WI-WI_2-FOODS-FOODS_2-FOODS_2_360
T,T-WI,T-WI-WI_2,T-WI-WI_2-HOUSEHOLD,T-WI-WI_2-HOUSEHOLD-HOUSEHOLD_1,T-WI-WI_2-HOUSEHOLD-HOUSEHOLD_1-HOUSEHOLD_1_110
T,T-WI,T-WI-WI_2,T-WI-WI_2-FOODS,T-WI-WI_2-FOODS-FOODS_3,T-WI-WI_2-FOODS-FOODS_3-FOODS_3_376
T,T-WI,T-WI-WI_3,T-WI-WI_3-FOODS,T-WI-WI_3-FOODS-FOODS_3,T-WI-WI_3-FOODS-FOODS_3-FOODS_3_555
T,T-TX,T-TX-TX_1,T-TX-TX_1-FOODS,T-TX-TX_1-FOODS-FOODS_3,T-TX-TX_1-FOODS-FOODS_3-FOODS_3_202
T,T-WI,T-WI-WI_2,T-WI-WI_2-FOODS,T-WI-WI_2-FOODS-FOODS_3,T-WI-WI_2-FOODS-FOODS_3-FOODS_3_723
T,T-CA,T-CA-CA_2,T-CA-CA_2-FOODS,T-CA-CA_2-FOODS-FOODS_3,T-CA-CA_2-FOODS-FOODS_3-FOODS_3_739
T,T-CA,T-CA-CA_3,T-CA-CA_3-FOODS,T-CA-CA_3-FOODS-FOODS_3,T-CA-CA_3-FOODS-FOODS_3-FOODS_3_723
T,T-CA,T-CA-CA_3,T-CA-CA_3-FOODS,T-CA-CA_3-FOODS-FOODS_3,T-CA-CA_3-FOODS-FOODS_3-FOODS_3_808
T,T-WI,T-WI-WI_3,T-WI-WI_3-FOODS,T-WI-WI_3-FOODS-FOODS_3,T-WI-WI_3-FOODS-FOODS_3-FOODS_3_714
T,T-WI,T-WI-WI_3,T-WI-WI_3-FOODS,T-WI-WI_3-FOODS-FOODS_3,T-WI-WI_3-FOODS-FOODS_3-FOODS_3_234
T,T-TX,T-TX-TX_3,T-TX-TX_3-FOODS,T-TX-TX_3-FOODS-FOODS_3,T-TX-TX_3-FOODS-FOODS_3-FOODS_3_120
T,T-CA,T-CA-CA_1,T-CA-CA_1-FOODS,T-CA-CA_1-FOODS-FOODS_3,T-CA-CA_1-FOODS-FOODS_3-FOODS_3_282
T,T-CA,T-CA-CA_1,T-CA-CA_1-FOODS,T-CA-CA_1-FOODS-FOODS_3,T-CA-CA_1-FOODS-FOODS_3-FOODS_3_714
T,T-WI,T-WI-WI_3,T-WI-WI_3-FOODS,T-WI-WI_3-FOODS-FOODS_3,T-WI-WI_3-FOODS-FOODS_3-FOODS_3_723
T,T-CA,T-CA-CA_3,T-CA-CA_3-FOODS,T-CA-CA_3-FOODS-FOODS_3,T-CA-CA_3-FOODS-FOODS_3-FOODS_3_202
T,T-TX,T-TX-TX_2,T-TX-TX_2-FOODS,T-TX-TX_2-FOODS-FOODS_3,T-TX-TX_2-FOODS-FOODS_3-FOODS_3_714
T,T-CA,T-CA-CA_3,T-CA-CA_3-FOODS,T-CA-CA_3-FOODS-FOODS_3,T-CA-CA_3-FOODS-FOODS_3-FOODS_3_362
T,T-TX,T-TX-TX_2,T-TX-TX_2-FOODS,T-TX-TX_2-FOODS-FOODS_3,T-TX-TX_2-FOODS-FOODS_3-FOODS_3_811
T,T-TX,T-TX-TX_3,T-TX-TX_3-HOBBIES,T-TX-TX_3-HOBBIES-HOBBIES_1,T-TX-TX_3-HOBBIES-HOBBIES_1-HOBBIES_1_354
T,T-TX,T-TX-TX_2,T-TX-TX_2-FOODS,T-TX-TX_2-FOODS-FOODS_3,T-TX-TX_2-FOODS-FOODS_3-FOODS_3_202
T,T-TX,T-TX-TX_3,T-TX-TX_3-FOODS,T-TX-TX_3-FOODS-FOODS_3,T-TX-TX_3-FOODS-FOODS_3-FOODS_3_694
T,T-CA,T-CA-CA_3,T-CA-CA_3-HOUSEHOLD,T-CA-CA_3-HOUSEHOLD-HOUSEHOLD_1,T-CA-CA_3-HOUSEHOLD-HOUSEHOLD_1-HOUSEHOLD_1_459
T,T-CA,T-CA-CA_3,T-CA-CA_3-HOUSEHOLD,T-CA-CA_3-HOUSEHOLD-HOUSEHOLD_1,T-CA-CA_3-HOUSEHOLD-HOUSEHOLD_1-HOUSEHOLD_1_465
T,T-CA,T-CA-CA_2,T-CA-CA_2-FOODS,T-CA-CA_2-FOODS-FOODS_3,T-CA-CA_2-FOODS-FOODS_3-FOODS_3_120
T,T-WI,T-WI-WI_2,T-WI-WI_2-FOODS,T-WI-WI_2-FOODS-FOODS_3,T-WI-WI_2-FOODS-FOODS_3-FOODS_3_811
T,T-CA,T-CA-CA_3,T-CA-CA_3-HOUSEHOLD,T-CA-CA_3-HOUSEHOLD-HOUSEHOLD_1,T-CA-CA_3-HOUSEHOLD-HOUSEHOLD_1-HOUSEHOLD_1_118
T,T-WI,T-WI-WI_2,T-WI-WI_2-FOODS,T-WI-WI_2-FOODS-FOODS_3,T-WI-WI_2-FOODS-FOODS_3-FOODS_3_462
T,T-CA,T-CA-CA_3,T-CA-CA_3-FOODS,T-CA-CA_3-FOODS-FOODS_3,T-CA-CA_3-FOODS-FOODS_3-FOODS_3_804
T,T-WI,T-WI-WI_2,T-WI-WI_2-FOODS,T-WI-WI_2-FOODS-FOODS_3,T-WI-WI_2-FOODS-FOODS_3-FOODS_3_007
T,T-TX,T-TX-TX_3,T-TX-TX_3-HOBBIES,T-TX-TX_3-HOBBIES-HOBBIES_1,T-TX-TX_3-HOBBIES-HOBBIES_1-HOBBIES_1_158
T,T-CA,T-CA-CA_1,T-CA-CA_1-FOODS,T-CA-CA_1-FOODS-FOODS_3,T-CA-CA_1-FOODS-FOODS_3-FOODS_3_499
T,T-WI,T-WI-WI_3,T-WI-WI_3-FOODS,T-WI-WI_3-FOODS-FOODS_3,T-WI-WI_3-FOODS-FOODS_3-FOODS_3_202
T,T-WI,T-WI-WI_2,T-WI-WI_2-FOODS,T-WI-WI_2-FOODS-FOODS_3,T-WI-WI_2-FOODS-FOODS_3-FOODS_3_555
T,T-WI,T-WI-WI_2,T-WI-WI_2-FOODS,T-WI-WI_2-FOODS-FOODS_3,T-WI-WI_2-FOODS-FOODS_3-FOODS_3_752
T,T-CA,T-CA-CA_3,T-CA-CA_3-HOUSEHOLD,T-CA-CA_3-HOUSEHOLD-HOUSEHOLD_1,T-CA-CA_3-HOUSEHOLD-HOUSEHOLD_1-HOUSEHOLD_1_110
T,T-WI,T-WI-WI_1,T-WI-WI_1-FOODS,T-WI-WI_1-FOODS-FOODS_3,T-WI-WI_1-FOODS-FOODS_3-FOODS_3_090
T,T-CA,T-CA-CA_3,T-CA-CA_3-FOODS,T-CA-CA_3-FOODS-FOODS_3,T-CA-CA_3-FOODS-FOODS_3-FOODS_3_541
T,T-TX,T-TX-TX_2,T-TX-TX_2-FOODS,T-TX-TX_2-FOODS-FOODS_3,T-TX-TX_2-FOODS-FOODS_3-FOODS_3_804
T,T-WI,T-WI-WI_1,T-WI-WI_1-FOODS,T-WI-WI_1-FOODS-FOODS_3,T-WI-WI_1-FOODS-FOODS_3-FOODS_3_694
T,T-CA,T-CA-CA_3,T-CA-CA_3-HOUSEHOLD,T-CA-CA_3-HOUSEHOLD-HOUSEHOLD_1,T-CA-CA_3-HOUSEHOLD-HOUSEHOLD_1-HOUSEHOLD_1_418
T,T-WI,T-WI-WI_2,T-WI-WI_2-FOODS,T-WI-WI_2-FOODS-FOODS_3,T-WI-WI_2-FOODS-FOODS_3-FOODS_3_711
T,T-CA,T-CA-CA_2,T-CA-CA_2-FOODS,T-CA-CA_2-FOODS-FOODS_3,T-CA-CA_2-FOODS-FOODS_3-FOODS_3_714
T,T-WI,T-WI-WI_2,T-WI-WI_2-HOUSEHOLD,T-WI-WI_2-HOUSEHOLD-HOUSEHOLD_1,T-WI-WI_2-HOUSEHOLD-HOUSEHOLD_1-HOUSEHOLD_1_334
T,T-CA,T-CA-CA_1,T-CA-CA_1-FOODS,T-CA-CA_1-FOODS-FOODS_3,T-CA-CA_1-FOODS-FOODS_3-FOODS_3_501
T,T-CA,T-CA-CA_3,T-CA-CA_3-FOODS,T-CA-CA_3-FOODS-FOODS_3,T-CA-CA_3-FOODS-FOODS_3-FOODS_3_607
T,T-WI,T-WI-WI_2,T-WI-WI_2-FOODS,T-WI-WI_2-FOODS-FOODS_3,T-WI-WI_2-FOODS-FOODS_3-FOODS_3_804
T,T-WI,T-WI-WI_3,T-WI-WI_3-FOODS,T-WI-WI_3-FOODS-FOODS_3,T-WI-WI_3-FOODS-FOODS_3-FOODS_3_109
T,T-CA,T-CA-CA_3,T-CA-CA_3-FOODS,T-CA-CA_3-FOODS-FOODS_3,T-CA-CA_3-FOODS-FOODS_3-FOODS_3_635
T,T-TX,T-TX-TX_1,T-TX-TX_1-FOODS,T-TX-TX_1-FOODS-FOODS_3,T-TX-TX_1-FOODS-FOODS_3-FOODS_3_681
T,T-TX,T-TX-TX_3,T-TX-TX_3-FOODS,T-TX-TX_3-FOODS-FOODS_3,T-TX-TX_3-FOODS-FOODS_3-FOODS_3_714
T,T-WI,T-WI-WI_2,T-WI-WI_2-FOODS,T-WI-WI_2-FOODS-FOODS_3,T-WI-WI_2-FOODS-FOODS_3-FOODS_3_498
T,T-CA,T-CA-CA_1,T-CA-CA_1-FOODS,T-CA-CA_1-FOODS-FOODS_3,T-CA-CA_1-FOODS-FOODS_3-FOODS_3_681
T,T-CA,T-CA-CA_3,T-CA-CA_3-FOODS,T-CA-CA_3-FOODS-FOODS_3,T-CA-CA_3-FOODS-FOODS_3-FOODS_3_329
T,T-TX,T-TX-TX_2,T-TX-TX_2-FOODS,T-TX-TX_2-FOODS-FOODS_3,T-TX-TX_2-FOODS-FOODS_3-FOODS_3_389
T,T-TX,T-TX-TX_2,T-TX-TX_2-FOODS,T-TX-TX_2-FOODS-FOODS_3,T-TX-TX_2-FOODS-FOODS_3-FOODS_3_694
T,T-CA,T-CA-CA_3,T-CA-CA_3-HOUSEHOLD,T-CA-CA_3-HOUSEHOLD-HOUSEHOLD_1,T-CA-CA_3-HOUSEHOLD-HOUSEHOLD_1-HOUSEHOLD_1_334
T,T-WI,T-WI-WI_3,T-WI-WI_3-FOODS,T-WI-WI_3-FOODS-FOODS_3,T-WI-WI_3-FOODS-FOODS_3-FOODS_3_252
T,T-WI,T-WI-WI_3,T-WI-WI_3-FOODS,T-WI-WI_3-FOODS-FOODS_3,T-WI-WI_3-FOODS-FOODS_3-FOODS_3_498
T,T-CA,T-CA-CA_1,T-CA-CA_1-FOODS,T-CA-CA_1-FOODS-FOODS_3,T-CA-CA_1-FOODS-FOODS_3-FOODS_3_080
T,T-CA,T-CA-CA_3,T-CA-CA_3-FOODS,T-CA-CA_3-FOODS-FOODS_3,T-CA-CA_3-FOODS-FOODS_3-FOODS_3_752
T,T-CA,T-CA-CA_3,T-CA-CA_3-FOODS,T-CA-CA_3-FOODS-FOODS_3,T-CA-CA_3-FOODS-FOODS_3-FOODS_3_086
T,T-CA,T-CA-CA_1,T-CA-CA_1-FOODS,T-CA-CA_1-FOODS-FOODS_3,T-CA-CA_1-FOODS-FOODS_3-FOODS_3_555
T,T-CA,T-CA-CA_1,T-CA-CA_1-FOODS,T-CA-CA_1-FOODS-FOODS_3,T-CA-CA_1-FOODS-FOODS_3-FOODS_3_295
T,T-CA,T-CA-CA_3,T-CA-CA_3-FOODS,T-CA-CA_3-FOODS-FOODS_3,T-CA-CA_3-FOODS-FOODS_3-FOODS_3_694
T,T-CA,T-CA-CA_2,T-CA-CA_2-FOODS,T-CA-CA_2-FOODS-FOODS_3,T-CA-CA_2-FOODS-FOODS_3-FOODS_3_080
T,T-WI,T-WI-WI_2,T-WI-WI_2-FOODS,T-WI-WI_2-FOODS-FOODS_3,T-WI-WI_2-FOODS-FOODS_3-FOODS_3_547
T,T-WI,T-WI-WI_2,T-WI-WI_2-FOODS,T-WI-WI_2-FOODS-FOODS_3,T-WI-WI_2-FOODS-FOODS_3-FOODS_3_586
T,T-CA,T-CA-CA_2,T-CA-CA_2-FOODS,T-CA-CA_2-FOODS-FOODS_3,T-CA-CA_2-FOODS-FOODS_3-FOODS_3_804
T,T-TX,T-TX-TX_2,T-TX-TX_2-FOODS,T-TX-TX_2-FOODS-FOODS_3,T-TX-TX_2-FOODS-FOODS_3-FOODS_3_080
T,T-CA,T-CA-CA_3,T-CA-CA_3-FOODS,T-CA-CA_3-FOODS-FOODS_3,T-CA-CA_3-FOODS-FOODS_3-FOODS_3_234
T,T-TX,T-TX-TX_2,T-TX-TX_2-HOUSEHOLD,T-TX-TX_2-HOUSEHOLD-HOUSEHOLD_1,T-TX-TX_2-HOUSEHOLD-HOUSEHOLD_1-HOUSEHOLD_1_334
T,T-CA,T-CA-CA_3,T-CA-CA_3-HOUSEHOLD,T-CA-CA_3-HOUSEHOLD-HOUSEHOLD_1,T-CA-CA_3-HOUSEHOLD-HOUSEHOLD_1-HOUSEHOLD_1_019
T,T-CA,T-CA-CA_1,T-CA-CA_1-FOODS,T-CA-CA_1-FOODS-FOODS_3,T-CA-CA_1-FOODS-FOODS_3-FOODS_3_099
T,T-CA,T-CA-CA_2,T-CA-CA_2-FOODS,T-CA-CA_2-FOODS-FOODS_3,T-CA-CA_2-FOODS-FOODS_3-FOODS_3_319
T,T-WI,T-WI-WI_2,T-WI-WI_2-FOODS,T-WI-WI_2-FOODS-FOODS_3,T-WI-WI_2-FOODS-FOODS_3-FOODS_3_412
T,T-TX,T-TX-TX_1,T-TX-TX_1-FOODS,T-TX-TX_1-FOODS-FOODS_3,T-TX-TX_1-FOODS-FOODS_3-FOODS_3_377
T,T-CA,T-CA-CA_1,T-CA-CA_1-FOODS,T-CA-CA_1-FOODS-FOODS_2,T-CA-CA_1-FOODS-FOODS_2-FOODS_2_197
T,T-CA,T-CA-CA_2,T-CA-CA_2-FOODS,T-CA-CA_2-FOODS-FOODS_3,T-CA-CA_2-FOODS-FOODS_3-FOODS_3_587
T,T-CA,T-CA-CA_3,T-CA-CA_3-HOUSEHOLD,T-CA-CA_3-HOUSEHOLD-HOUSEHOLD_1,T-CA-CA_3-HOUSEHOLD-HOUSEHOLD_1-HOUSEHOLD_1_430
T,T-TX,T-TX-TX_2,T-TX-TX_2-FOODS,T-TX-TX_2-FOODS-FOODS_3,T-TX-TX_2-FOODS-FOODS_3-FOODS_3_723
T,T-WI,T-WI-WI_3,T-WI-WI_3-FOODS,T-WI-WI_3-FOODS-FOODS_3,T-WI-WI_3-FOODS-FOODS_3-FOODS_3_086
T,T-TX,T-TX-TX_1,T-TX-TX_1-FOODS,T-TX-TX_1-FOODS-FOODS_3,T-TX-TX_1-FOODS-FOODS_3-FOODS_3_694
T,T-WI,T-WI-WI_2,T-WI-WI_2-FOODS,T-WI-WI_2-FOODS-FOODS_3,T-WI-WI_2-FOODS-FOODS_3-FOODS_3_318
T,T-WI,T-WI-WI_3,T-WI-WI_3-FOODS,T-WI-WI_3-FOODS-FOODS_3,T-WI-WI_3-FOODS-FOODS_3-FOODS_3_808
T,T-TX,T-TX-TX_2,T-TX-TX_2-FOODS,T-TX-TX_2-FOODS-FOODS_3,T-TX-TX_2-FOODS-FOODS_3-FOODS_3_607
T,T-TX,T-TX-TX_2,T-TX-TX_2-FOODS,T-TX-TX_2-FOODS-FOODS_3,T-TX-TX_2-FOODS-FOODS_3-FOODS_3_120
T,T-WI,T-WI-WI_2,T-WI-WI_2-FOODS,T-WI-WI_2-FOODS-FOODS_3,T-WI-WI_2-FOODS-FOODS_3-FOODS_3_580
T,T-CA,T-CA-CA_1,T-CA-CA_1-FOODS,T-CA-CA_1-FOODS-FOODS_2,T-CA-CA_1-FOODS-FOODS_2-FOODS_2_019
T,T-WI,T-WI-WI_2,T-WI-WI_2-FOODS,T-WI-WI_2-FOODS-FOODS_2,T-WI-WI_2-FOODS-FOODS_2-FOODS_2_181
T,T-WI,T-WI-WI_2,T-WI-WI_2-FOODS,T-WI-WI_2-FOODS-FOODS_2,T-WI-WI_2-FOODS-FOODS_2-FOODS_2_013
T,T-WI,T-WI-WI_2,T-WI-WI_2-HOUSEHOLD,T-WI-WI_2-HOUSEHOLD-HOUSEHOLD_1,T-WI-WI_2-HOUSEHOLD-HOUSEHOLD_1-HOUSEHOLD_1_418
T,T-WI,T-WI-WI_1,T-WI-WI_1-FOODS,T-WI-WI_1-FOODS-FOODS_3,T-WI-WI_1-FOODS-FOODS_3-FOODS_3_586
T,T-CA,T-CA-CA_1,T-CA-CA_1-FOODS,T-CA-CA_1-FOODS-FOODS_3,T-CA-CA_1-FOODS-FOODS_3-FOODS_3_511
T,T-TX,T-TX-TX_3,T-TX-TX_3-FOODS,T-TX-TX_3-FOODS-FOODS_1,T-TX-TX_3-FOODS-FOODS_1-FOODS_1_218
